sim2sim_base_euler_roll,sim2sim_base_euler_pitch,sim2sim_base_euler_yaw,sim2sim_dof_pos_0,sim2sim_dof_pos_1,sim2sim_dof_pos_2,sim2sim_dof_pos_3,sim2sim_dof_pos_4,sim2sim_dof_pos_5,sim2sim_dof_pos_6,sim2sim_dof_pos_7,sim2sim_dof_pos_8,sim2sim_dof_pos_9,sim2sim_dof_pos_10,sim2sim_dof_pos_11,sim2sim_target_dof_pos_0,sim2sim_target_dof_pos_1,sim2sim_target_dof_pos_2,sim2sim_target_dof_pos_3,sim2sim_target_dof_pos_4,sim2sim_target_dof_pos_5,sim2sim_target_dof_pos_6,sim2sim_target_dof_pos_7,sim2sim_target_dof_pos_8,sim2sim_target_dof_pos_9,sim2sim_target_dof_pos_10,sim2sim_target_dof_pos_11
0.0,0.0,1.0,7.696072282655321e-23,1.526988192823635e-23,2.6766026698567485e-22,1.640391628094586e-21,-2.8128331918056353e-21,-5.5235536452049884e-21,-1.059992887743886e-21,-7.820345072846152e-22,3.322233621048596e-22,3.3456033324474838e-21,-2.8128331918056353e-21,1.010838654151722e-20,-0.04969216585159302,-1.0554209709167481,-0.035000655055046084,0.2425454616546631,0.18633177280426028,0.08913131952285767,-0.2198349714279175,-0.47238988876342775,-0.5285289764404297,0.5560676097869873,0.09686314463615418,0.242893385887146
0.010419002693812077,0.09814103615984152,0.99511797361134,-0.08225944389775817,-0.1982611996914405,-0.05132161620463039,0.09488610000174777,0.09492515718426044,0.05060577372174742,-0.08568574777330006,-0.19865641220637328,-0.12378657299189663,0.25803679256520684,-0.10008818841005092,0.08522661496370276,0.050107920169830324,-1.1848671913146973,0.031111857295036318,0.1666653394699097,0.03776074647903443,-0.01491275727748871,-0.2906848907470703,-0.5936050415039062,-0.5383586883544922,0.3611574172973633,-0.11603940725326539,0.1482981562614441
0.030306643467517602,0.11067802027055307,0.9933941227884954,-0.08402905850650634,-0.23600375426587322,0.028421087751061207,0.1083873164165952,0.06098335071338825,0.012649623814454593,-0.09917001996578566,-0.34580004579270146,-0.33437292865970136,0.3721059268758109,-0.09846153985012635,0.11710066758702249,0.012482059001922608,-1.2763887405395509,-0.029928484559059144,0.014888215065002442,0.1108057975769043,0.10752762556076051,-0.21369149684906008,-0.6235314369201661,-0.5102875709533692,0.3480870723724365,-0.03848100900650025,0.10762825012207032
0.020995846913418457,0.09713294115727723,0.9950499314881273,-0.04842200735064035,-0.21109519396017098,0.019896346168095755,0.05107281038143068,0.082555084344784,0.0591923024251624,-0.1428149164013579,-0.44131362954267006,-0.44574645113840133,0.3868179616966439,-0.06333585282040516,0.11365902451373278,-0.06143434047698975,-1.252310085296631,0.05428136587142945,0.14905931949615478,0.012685608863830567,-0.017856678366661074,-0.19649972915649416,-0.6143249034881593,-0.5110592365264893,0.3257591962814331,0.013666051626205445,0.17087653875350953
0.012161662203358431,0.08183728179591128,0.9965714993319384,-0.06030115173410213,-0.18683017989521256,-0.00043368685781693627,0.0867271443109612,-0.0125534047512604,0.023518512530277376,-0.18372764209000755,-0.5126991922056435,-0.48073042967407875,0.34666598412259025,-0.01938263236085883,0.14297401934641882,-0.08865990638732911,-1.2919939994812013,0.0797357439994812,0.11319761276245117,-0.01758272647857666,0.011960032582283021,-0.1766797184944153,-0.6231663703918457,-0.5221135139465333,0.23497693538665773,0.04050450325012207,0.16182746887207033
0.03370469228028333,0.06304986863763032,0.9974410798553812,-0.06985277478087738,-0.17313761592958993,0.0005695988716936542,0.14513194347834094,-0.04300071159663323,0.048930632424405714,-0.1891989996594699,-0.5181224973160904,-0.4806675913212465,0.2823351934187343,0.04090023598064973,0.14528763939638303,-0.14028744697570802,-1.2646502494812013,0.07953950166702271,0.06077219843864441,-0.06049421429634094,0.026504388451576235,-0.16849451065063478,-0.6271220207214356,-0.4925512790679932,0.21817021369934084,0.08793893456459045,0.12781331539154053
0.038655222214555404,0.05928025538897925,0.997492669204421,-0.0697563703959152,-0.1639106992228008,0.010660664486998607,0.1526522023597938,-0.04660623476009347,0.05429000082820149,-0.19736921998163356,-0.5146357392669517,-0.4776906212793107,0.25931893856075827,0.08463978125384448,0.1358024103378575,-0.13471306562423707,-1.2567170143127442,0.0872695565223694,0.13254923820495607,0.000990039110183716,0.012615570425987245,-0.2169504165649414,-0.6391242027282715,-0.48579010963439945,0.32552943229675296,0.15966055393218995,0.14720263481140136
0.027786325116344775,0.06548315042162481,0.9974667298448548,-0.0883392733208222,-0.1588227182093484,0.026710475908341254,0.16193266579854318,-0.04773531817553946,0.05057751978541823,-0.2260488945662092,-0.5122303076336499,-0.47595351138736475,0.27014481518881545,0.12298710560374844,0.14102547677217717,-0.10778344869613649,-1.2402674674987795,0.0830877423286438,0.13720333576202393,-0.022909945249557497,0.05528475046157837,-0.23388075828552246,-0.6308311462402344,-0.476423978805542,0.3231716632843018,0.14080965518951416,0.1131336808204651
0.029569331165266263,0.07317037885893451,0.9968810111101926,-0.0897856296252937,-0.15681935278551642,0.040068591805323885,0.16499188331575357,-0.04969980320127728,0.06543319924210017,-0.24684194803289083,-0.5088803429565444,-0.4657418721783798,0.29191225534003185,0.11359901515308664,0.11365484122688001,-0.12592600584030153,-1.2193124771118165,0.08844197988510133,0.15148730278015138,-0.04846428036689759,0.03195286095142365,-0.23931891918182374,-0.6260810852050782,-0.48928189277648926,0.3121725082397461,0.11291134357452393,0.1253340244293213
0.03504945299800906,0.07516039745429424,0.996555292243764,-0.09507012571150751,-0.15371963899552807,0.040180685381436966,0.17644499866553462,-0.050066527083668357,0.06674849217156505,-0.25417745211341986,-0.5088131375278337,-0.4642599728971839,0.30823367026704784,0.10620518780626106,0.1025183580086993,-0.13108092546463013,-1.2174588203430177,0.08472419977188111,0.15649137496948243,-0.039170998334884646,0.015896165370941163,-0.2404817581176758,-0.617468547821045,-0.49604611396789555,0.3096876382827759,0.12385306358337403,0.14023576974868776
0.03725562778177395,0.07540707476825086,0.9964566178582395,-0.10175821189469486,-0.15109377417106878,0.03800181671025443,0.1830314627701842,-0.047816007397733916,0.059322189550495896,-0.25724792371950905,-0.5094356112728206,-0.46604694395708607,0.3134609306107808,0.10514880474656893,0.10393135546178617,-0.140257728099823,-1.2299433708190919,0.08809877634048463,0.16277940273284913,-0.032776659727096556,0.005487599968910218,-0.2452760934829712,-0.6213771343231201,-0.4991750717163086,0.3093866348266602,0.12093148231506348,0.15211545228958132
0.03631839655380796,0.0744309933226413,0.9965645996646508,-0.11085916555330845,-0.14934882663508312,0.03677348743386496,0.18766291843708272,-0.044600933293308574,0.05021153336836481,-0.2610306391008464,-0.5101785156761387,-0.4672775641510232,0.31233975621572097,0.10902350230212363,0.11206843383468364,-0.13967318534851075,-1.233805274963379,0.08907016515731812,0.16287527084350586,-0.030456334352493286,0.0064520657062530525,-0.24831438064575195,-0.6246378898620606,-0.4986289978027344,0.30476195812225343,0.11931848526000977,0.15198993682861328
